title,couplet number,couplet
Sonnet CXXXIV,1,"Myself I'll forfeit, so that other mine/Thou wilt restore, to be my comfort still:"
Sonnet CXXXIV,2,"But thou wilt not, nor he will not be free,/For thou art covetous and he is kind;"
Sonnet CXXXIV,3,He learn'd but surety-like to write for me/Under that bond that him as fast doth bind.
Sonnet CXXXIV,4,"The statute of thy beauty thou wilt take,/Thou usurer, that put'st forth all to use,"
Sonnet CXXXIV,5,And sue a friend came debtor for my sake;/So him I lose through my unkind abuse.
Sonnet CXXXIV,6,"  Him have I lost; thou hast both him and me:/  He pays the whole, and yet am I not free."
Sonnet CXXXV,0,"Whoever hath her wish, thou hast thy 'Will,'/And 'Will' to boot, and 'Will' in overplus;"
Sonnet CXXXV,1,"More than enough am I that vex thee still,/To thy sweet will making addition thus."
Sonnet CXXXV,2,"Wilt thou, whose will is large and spacious,/Not once vouchsafe to hide my will in thine?"
Sonnet CXXXV,3,"Shall will in others seem right gracious,/And in my will no fair acceptance shine?"
Sonnet CXXXV,4,"The sea all water, yet receives rain still/And in abundance addeth to his store;"
Sonnet CXXXV,5,"So thou, being rich in 'Will,' add to thy 'Will'/One will of mine, to make thy large 'Will' more."
Sonnet CXXXV,6,"  Let no unkind, no fair beseechers kill;/  Think all but one, and me in that one 'Will.'"
Sonnet CXXXVI,0,"If thy soul cheque thee that I come so near,/Swear to thy blind soul that I was thy 'Will,'"
Sonnet CXXXVI,1,"And will, thy soul knows, is admitted there;/Thus far for love my love-suit, sweet, fulfil."
Sonnet CXXXVI,2,"'Will' will fulfil the treasure of thy love,/Ay, fill it full with wills, and my will one."
Sonnet CXXXVI,3,In things of great receipt with ease we prove/Among a number one is reckon'd none:
Sonnet CXXXVI,4,"Then in the number let me pass untold,/Though in thy stores' account I one must be;"
Sonnet CXXXVI,5,"For nothing hold me, so it please thee hold/That nothing me, a something sweet to thee:"
Sonnet CXXXVI,6,"  Make but my name thy love, and love that still,/  And then thou lovest me, for my name is 'Will.'"
Sonnet CXXXVII,0,"Thou blind fool, Love, what dost thou to mine eyes,/That they behold, and see not what they see?"
Sonnet CXXXVII,1,"They know what beauty is, see where it lies,/Yet what the best is take the worst to be."
Sonnet CXXXVII,2,"If eyes corrupt by over-partial looks/Be anchor'd in the bay where all men ride,"
Sonnet CXXXVII,3,"Why of eyes' falsehood hast thou forged hooks,/Whereto the judgment of my heart is tied?"
Sonnet CXXXVII,4,Why should my heart think that a several plot/Which my heart knows the wide world's common place?
Sonnet CXXXVII,5,"Or mine eyes seeing this, say this is not,/To put fair truth upon so foul a face?"
Sonnet CXXXVII,6,"  In things right true my heart and eyes have erred,/  And to this false plague are they now transferr'd."
Sonnet CXXXVIII,0,"When my love swears that she is made of truth/I do believe her, though I know she lies,"
Sonnet CXXXVIII,1,"That she might think me some untutor'd youth,/Unlearned in the world's false subtleties."
Sonnet CXXXVIII,2,"Thus vainly thinking that she thinks me young,/Although she knows my days are past the best,"
Sonnet CXXXVIII,3,Simply I credit her false speaking tongue:/On both sides thus is simple truth suppress'd.
Sonnet CXXXVIII,4,But wherefore says she not she is unjust?/And wherefore say not I that I am old?
Sonnet CXXXVIII,5,"O, love's best habit is in seeming trust,/And age in love loves not to have years told:"
Sonnet CXXXVIII,6,"  Therefore I lie with her and she with me,/  And in our faults by lies we flatter'd be."
Sonnet CXXXIX,0,"O, call not me to justify the wrong/That thy unkindness lays upon my heart;"
Sonnet CXXXIX,1,Wound me not with thine eye but with thy tongue;/Use power with power and slay me not by art.
Sonnet CXXXIX,2,"Tell me thou lovest elsewhere, but in my sight,/Dear heart, forbear to glance thine eye aside:"
Sonnet CXXXIX,3,What need'st thou wound with cunning when thy might/Is more than my o'er-press'd defense can bide?
Sonnet CXXXIX,4,"Let me excuse thee: ah! my love well knows/Her pretty looks have been mine enemies,"
Sonnet CXXXIX,5,"And therefore from my face she turns my foes,/That they elsewhere might dart their injuries:"
Sonnet CXXXIX,6,"  Yet do not so; but since I am near slain,/  Kill me outright with looks and rid my pain."
Sonnet CXL,0,Be wise as thou art cruel; do not press/My tongue-tied patience with too much disdain;
Sonnet CXL,1,Lest sorrow lend me words and words express/The manner of my pity-wanting pain.
Sonnet CXL,2,"If I might teach thee wit, better it were,/Though not to love, yet, love, to tell me so;"
Sonnet CXL,3,"As testy sick men, when their deaths be near,/No news but health from their physicians know;"
Sonnet CXL,4,"For if I should despair, I should grow mad,/And in my madness might speak ill of thee:"
Sonnet CXL,5,"Now this ill-wresting world is grown so bad,/Mad slanderers by mad ears believed be,"
Sonnet CXL,6,"  That I may not be so, nor thou belied,/  Bear thine eyes straight, though thy proud heart go wide."
Sonnet CXLI,0,"In faith, I do not love thee with mine eyes,/For they in thee a thousand errors note;"
Sonnet CXLI,1,"But 'tis my heart that loves what they despise,/Who in despite of view is pleased to dote;"
Sonnet CXLI,2,"Nor are mine ears with thy tongue's tune delighted,/Nor tender feeling, to base touches prone,"
Sonnet CXLI,3,"Nor taste, nor smell, desire to be invited/To any sensual feast with thee alone:"
Sonnet CXLI,4,"But my five wits nor my five senses can/Dissuade one foolish heart from serving thee,"
Sonnet CXLI,5,"Who leaves unsway'd the likeness of a man,/Thy proud hearts slave and vassal wretch to be:"
Sonnet CXLI,6,"  Only my plague thus far I count my gain,/  That she that makes me sin awards me pain."
Sonnet CXLII,0,"Love is my sin and thy dear virtue hate,/Hate of my sin, grounded on sinful loving:"
Sonnet CXLII,1,"O, but with mine compare thou thine own state,/And thou shalt find it merits not reproving;"
Sonnet CXLII,2,"Or, if it do, not from those lips of thine,/That have profaned their scarlet ornaments"
Sonnet CXLII,3,"And seal'd false bonds of love as oft as mine,/Robb'd others' beds' revenues of their rents."
Sonnet CXLII,4,"Be it lawful I love thee, as thou lovest those/Whom thine eyes woo as mine importune thee:"
Sonnet CXLII,5,"Root pity in thy heart, that when it grows/Thy pity may deserve to pitied be."
Sonnet CXLII,6,"  If thou dost seek to have what thou dost hide,/  By self-example mayst thou be denied!"
Sonnet CXLIII,0,"Lo! as a careful housewife runs to catch/One of her feather'd creatures broke away,"
Sonnet CXLIII,1,"Sets down her babe and makes an swift dispatch/In pursuit of the thing she would have stay,"
Sonnet CXLIII,2,"Whilst her neglected child holds her in chase,/Cries to catch her whose busy care is bent"
Sonnet CXLIII,3,"To follow that which flies before her face,/Not prizing her poor infant's discontent;"
Sonnet CXLIII,4,"So runn'st thou after that which flies from thee,/Whilst I thy babe chase thee afar behind;"
Sonnet CXLIII,5,"But if thou catch thy hope, turn back to me,/And play the mother's part, kiss me, be kind:"
Sonnet CXLIII,6,"  So will I pray that thou mayst have thy 'Will,'/  If thou turn back, and my loud crying still."
Sonnet CXLIV,0,"Two loves I have of comfort and despair,/Which like two spirits do suggest me still:"
Sonnet CXLIV,1,"The better angel is a man right fair,/The worser spirit a woman colour'd ill."
Sonnet CXLIV,2,"To win me soon to hell, my female evil/Tempteth my better angel from my side,"
Sonnet CXLIV,3,"And would corrupt my saint to be a devil,/Wooing his purity with her foul pride."
Sonnet CXLIV,4,"And whether that my angel be turn'd fiend/Suspect I may, but not directly tell;"
Sonnet CXLIV,5,"But being both from me, both to each friend,/I guess one angel in another's hell:"
Sonnet CXLIV,6,"  Yet this shall I ne'er know, but live in doubt,/  Till my bad angel fire my good one out."
Sonnet CXLV,0,Those lips that Love's own hand did make/Breathed forth the sound that said 'I hate'
Sonnet CXLV,1,"To me that languish'd for her sake;/But when she saw my woeful state,"
Sonnet CXLV,2,"Straight in her heart did mercy come,/Chiding that tongue that ever sweet"
Sonnet CXLV,3,"Was used in giving gentle doom,/And taught it thus anew to greet:"
Sonnet CXLV,4,"'I hate' she alter'd with an end,/That follow'd it as gentle day"
Sonnet CXLV,5,"Doth follow night, who like a fiend/From heaven to hell is flown away;"
Sonnet CXLV,6,"  'I hate' from hate away she threw,/  And saved my life, saying 'not you.'"
Sonnet CXLVI,0,"Poor soul, the centre of my sinful earth,/[         ] these rebel powers that thee array;"
Sonnet CXLVI,1,"Why dost thou pine within and suffer dearth,/Painting thy outward walls so costly gay?"
Sonnet CXLVI,2,"Why so large cost, having so short a lease,/Dost thou upon thy fading mansion spend?"
Sonnet CXLVI,3,"Shall worms, inheritors of this excess,/Eat up thy charge? is this thy body's end?"
Sonnet CXLVI,4,"Then soul, live thou upon thy servant's loss,/And let that pine to aggravate thy store;"
Sonnet CXLVI,5,"Buy terms divine in selling hours of dross;/Within be fed, without be rich no more:"
Sonnet CXLVI,6,"  So shalt thou feed on Death, that feeds on men,/  And Death once dead, there's no more dying then."
Sonnet CXLVII,0,"My love is as a fever, longing still/For that which longer nurseth the disease,"
Sonnet CXLVII,1,"Feeding on that which doth preserve the ill,/The uncertain sickly appetite to please."
Sonnet CXLVII,2,"My reason, the physician to my love,/Angry that his prescriptions are not kept,"
Sonnet CXLVII,3,"Hath left me, and I desperate now approve/Desire is death, which physic did except."
Sonnet CXLVII,4,"Past cure I am, now reason is past care,/And frantic-mad with evermore unrest;"
Sonnet CXLVII,5,"My thoughts and my discourse as madmen's are,/At random from the truth vainly express'd;"
Sonnet CXLVII,6,"  For I have sworn thee fair and thought thee bright,/  Who art as black as hell, as dark as night."
Sonnet CXLVIII,0,"O me, what eyes hath Love put in my head,/Which have no correspondence with true sight!"
Sonnet CXLVIII,1,"Or, if they have, where is my judgment fled,/That censures falsely what they see aright?"
Sonnet CXLVIII,2,"If that be fair whereon my false eyes dote,/What means the world to say it is not so?"
Sonnet CXLVIII,3,"If it be not, then love doth well denote/Love's eye is not so true as all men's 'No.'"
Sonnet CXLVIII,4,"How can it? O, how can Love's eye be true,/That is so vex'd with watching and with tears?"
Sonnet CXLVIII,5,"No marvel then, though I mistake my view;/The sun itself sees not till heaven clears."
Sonnet CXLVIII,6,"  O cunning Love! with tears thou keep'st me blind,/  Lest eyes well-seeing thy foul faults should find."
Sonnet CXLIX,0,"Canst thou, O cruel! say I love thee not,/When I against myself with thee partake?"
Sonnet CXLIX,1,"Do I not think on thee, when I forgot/Am of myself, all tyrant, for thy sake?"
Sonnet CXLIX,2,Who hateth thee that I do call my friend?/On whom frown'st thou that I do fawn upon?
Sonnet CXLIX,3,"Nay, if thou lour'st on me, do I not spend/Revenge upon myself with present moan?"
Sonnet CXLIX,4,"What merit do I in myself respect,/That is so proud thy service to despise,"
Sonnet CXLIX,5,"When all my best doth worship thy defect,/Commanded by the motion of thine eyes?"
Sonnet CXLIX,6,"  But, love, hate on, for now I know thy mind;/  Those that can see thou lovest, and I am blind."
Sonnet CL,0,"O, from what power hast thou this powerful might/With insufficiency my heart to sway?"
Sonnet CL,1,"To make me give the lie to my true sight,/And swear that brightness doth not grace the day?"
Sonnet CL,2,"Whence hast thou this becoming of things ill,/That in the very refuse of thy deeds"
Sonnet CL,3,"There is such strength and warrantize of skill/That, in my mind, thy worst all best exceeds?"
Sonnet CL,4,Who taught thee how to make me love thee more/The more I hear and see just cause of hate?
Sonnet CL,5,"O, though I love what others do abhor,/With others thou shouldst not abhor my state:"
Sonnet CL,6,"  If thy unworthiness raised love in me,/  More worthy I to be beloved of thee."
Sonnet CLI,0,Love is too young to know what conscience is;/Yet who knows not conscience is born of love?
Sonnet CLI,1,"Then, gentle cheater, urge not my amiss,/Lest guilty of my faults thy sweet self prove:"
Sonnet CLI,2,"For, thou betraying me, I do betray/My nobler part to my gross body's treason;"
Sonnet CLI,3,My soul doth tell my body that he may/Triumph in love; flesh stays no father reason;
Sonnet CLI,4,"But, rising at thy name, doth point out thee/As his triumphant prize. Proud of this pride,"
Sonnet CLI,5,"He is contented thy poor drudge to be,/To stand in thy affairs, fall by thy side."
Sonnet CLI,6,  No want of conscience hold it that I call/  Her 'love' for whose dear love I rise and fall.
Sonnet CLII,0,"In loving thee thou know'st I am forsworn,/But thou art twice forsworn, to me love swearing,"
Sonnet CLII,1,"In act thy bed-vow broke and new faith torn,/In vowing new hate after new love bearing."
Sonnet CLII,2,"But why of two oaths' breach do I accuse thee,/When I break twenty? I am perjured most;"
Sonnet CLII,3,"For all my vows are oaths but to misuse thee/And all my honest faith in thee is lost,"
Sonnet CLII,4,"For I have sworn deep oaths of thy deep kindness,/Oaths of thy love, thy truth, thy constancy,"
Sonnet CLII,5,"And, to enlighten thee, gave eyes to blindness,/Or made them swear against the thing they see;"
Sonnet CLII,6,"  For I have sworn thee fair; more perjured I,/  To swear against the truth so foul a lie!"
Sonnet CLIII,0,"Cupid laid by his brand, and fell asleep:/A maid of Dian's this advantage found,"
Sonnet CLIII,1,And his love-kindling fire did quickly steep/In a cold valley-fountain of that ground;
Sonnet CLIII,2,"Which borrow'd from this holy fire of Love/A dateless lively heat, still to endure,"
Sonnet CLIII,3,"And grew a seething bath, which yet men prove/Against strange maladies a sovereign cure."
Sonnet CLIII,4,"But at my mistress' eye Love's brand new-fired,/The boy for trial needs would touch my breast;"
Sonnet CLIII,5,"I, sick withal, the help of bath desired,/And thither hied, a sad distemper'd guest,"
Sonnet CLIII,6,  But found no cure: the bath for my help lies/  Where Cupid got new fire--my mistress' eyes.
Sonnet CLIV,0,"The little Love-god lying once asleep/Laid by his side his heart-inflaming brand,"
Sonnet CLIV,1,Whilst many nymphs that vow'd chaste life to keep/Came tripping by; but in her maiden hand
Sonnet CLIV,2,The fairest votary took up that fire/Which many legions of true hearts had warm'd;
Sonnet CLIV,3,And so the general of hot desire/Was sleeping by a virgin hand disarm'd.
Sonnet CLIV,4,"This brand she quenched in a cool well by,/Which from Love's fire took heat perpetual,"
Sonnet CLIV,5,"Growing a bath and healthful remedy/For men diseased; but I, my mistress' thrall,"
Sonnet CLIV,6,"  Came there for cure, and this by that I prove,/  Love's fire heats water, water cools not love."
