title,line number,line
Sonnet CV,10,"And in this change is my invention spent,"
Sonnet CV,11,"Three themes in one, which wondrous scope affords."
Sonnet CV,12,"  'Fair, kind, and true,' have often lived alone,"
Sonnet CV,13,  Which three till now never kept seat in one.
Sonnet CVI,0,When in the chronicle of wasted time
Sonnet CVI,1,"I see descriptions of the fairest wights,"
Sonnet CVI,2,And beauty making beautiful old rhyme
Sonnet CVI,3,"In praise of ladies dead and lovely knights,"
Sonnet CVI,4,"Then, in the blazon of sweet beauty's best,"
Sonnet CVI,5,"Of hand, of foot, of lip, of eye, of brow,"
Sonnet CVI,6,I see their antique pen would have express'd
Sonnet CVI,7,Even such a beauty as you master now.
Sonnet CVI,8,So all their praises are but prophecies
Sonnet CVI,9,"Of this our time, all you prefiguring;"
Sonnet CVI,10,"And, for they look'd but with divining eyes,"
Sonnet CVI,11,They had not skill enough your worth to sing:
Sonnet CVI,12,"  For we, which now behold these present days,"
Sonnet CVI,13,"  Had eyes to wonder, but lack tongues to praise."
Sonnet CVII,0,"Not mine own fears, nor the prophetic soul"
Sonnet CVII,1,"Of the wide world dreaming on things to come,"
Sonnet CVII,2,"Can yet the lease of my true love control,"
Sonnet CVII,3,Supposed as forfeit to a confined doom.
Sonnet CVII,4,The mortal moon hath her eclipse endured
Sonnet CVII,5,And the sad augurs mock their own presage;
Sonnet CVII,6,Incertainties now crown themselves assured
Sonnet CVII,7,And peace proclaims olives of endless age.
Sonnet CVII,8,Now with the drops of this most balmy time
Sonnet CVII,9,"My love looks fresh, and death to me subscribes,"
Sonnet CVII,10,"Since, spite of him, I'll live in this poor rhyme,"
Sonnet CVII,11,While he insults o'er dull and speechless tribes:
Sonnet CVII,12,"  And thou in this shalt find thy monument,"
Sonnet CVII,13,  When tyrants' crests and tombs of brass are spent.
Sonnet CVIII,0,What's in the brain that ink may character
Sonnet CVIII,1,Which hath not figured to thee my true spirit?
Sonnet CVIII,2,"What's new to speak, what new to register,"
Sonnet CVIII,3,That may express my love or thy dear merit?
Sonnet CVIII,4,"Nothing, sweet boy; but yet, like prayers divine,"
Sonnet CVIII,5,"I must, each day say o'er the very same,"
Sonnet CVIII,6,"Counting no old thing old, thou mine, I thine,"
Sonnet CVIII,7,Even as when first I hallow'd thy fair name.
Sonnet CVIII,8,So that eternal love in love's fresh case
Sonnet CVIII,9,"Weighs not the dust and injury of age,"
Sonnet CVIII,10,"Nor gives to necessary wrinkles place,"
Sonnet CVIII,11,"But makes antiquity for aye his page,"
Sonnet CVIII,12,  Finding the first conceit of love there bred
Sonnet CVIII,13,  Where time and outward form would show it dead.
Sonnet CIX,0,"O, never say that I was false of heart,"
Sonnet CIX,1,Though absence seem'd my flame to qualify.
Sonnet CIX,2,As easy might I from myself depart
Sonnet CIX,3,"As from my soul, which in thy breast doth lie:"
Sonnet CIX,4,"That is my home of love: if I have ranged,"
Sonnet CIX,5,"Like him that travels I return again,"
Sonnet CIX,6,"Just to the time, not with the time exchanged,"
Sonnet CIX,7,So that myself bring water for my stain.
Sonnet CIX,8,"Never believe, though in my nature reign'd"
Sonnet CIX,9,"All frailties that besiege all kinds of blood,"
Sonnet CIX,10,"That it could so preposterously be stain'd,"
Sonnet CIX,11,To leave for nothing all thy sum of good;
Sonnet CIX,12,"  For nothing this wide universe I call,"
Sonnet CIX,13,"  Save thou, my rose; in it thou art my all."
Sonnet CX,0,"Alas, 'tis true I have gone here and there"
Sonnet CX,1,"And made myself a motley to the view,"
Sonnet CX,2,"Gored mine own thoughts, sold cheap what is most dear,"
Sonnet CX,3,Made old offences of affections new;
Sonnet CX,4,Most true it is that I have look'd on truth
Sonnet CX,5,"Askance and strangely: but, by all above,"
Sonnet CX,6,"These blenches gave my heart another youth,"
Sonnet CX,7,And worse essays proved thee my best of love.
Sonnet CX,8,"Now all is done, have what shall have no end:"
Sonnet CX,9,Mine appetite I never more will grind
Sonnet CX,10,"On newer proof, to try an older friend,"
Sonnet CX,11,"A god in love, to whom I am confined."
Sonnet CX,12,"  Then give me welcome, next my heaven the best,"
Sonnet CX,13,  Even to thy pure and most most loving breast.
Sonnet CXI,0,"O, for my sake do you with Fortune chide,"
Sonnet CXI,1,"The guilty goddess of my harmful deeds,"
Sonnet CXI,2,That did not better for my life provide
Sonnet CXI,3,Than public means which public manners breeds.
Sonnet CXI,4,"Thence comes it that my name receives a brand,"
Sonnet CXI,5,And almost thence my nature is subdued
Sonnet CXI,6,"To what it works in, like the dyer's hand:"
Sonnet CXI,7,Pity me then and wish I were renew'd;
Sonnet CXI,8,"Whilst, like a willing patient, I will drink"
Sonnet CXI,9,Potions of eisel 'gainst my strong infection
Sonnet CXI,10,"No bitterness that I will bitter think,"
Sonnet CXI,11,"Nor double penance, to correct correction."
Sonnet CXI,12,"  Pity me then, dear friend, and I assure ye"
Sonnet CXI,13,  Even that your pity is enough to cure me.
Sonnet CXII,0,Your love and pity doth the impression fill
Sonnet CXII,1,Which vulgar scandal stamp'd upon my brow;
Sonnet CXII,2,"For what care I who calls me well or ill,"
Sonnet CXII,3,"So you o'er-green my bad, my good allow?"
Sonnet CXII,4,"You are my all the world, and I must strive"
Sonnet CXII,5,To know my shames and praises from your tongue:
Sonnet CXII,6,"None else to me, nor I to none alive,"
Sonnet CXII,7,That my steel'd sense or changes right or wrong.
Sonnet CXII,8,In so profound abysm I throw all care
Sonnet CXII,9,"Of others' voices, that my adder's sense"
Sonnet CXII,10,To critic and to flatterer stopped are.
Sonnet CXII,11,Mark how with my neglect I do dispense:
Sonnet CXII,12,  You are so strongly in my purpose bred
Sonnet CXII,13,  That all the world besides methinks are dead.
Sonnet CXIII,0,"Since I left you, mine eye is in my mind;"
Sonnet CXIII,1,And that which governs me to go about
Sonnet CXIII,2,"Doth part his function and is partly blind,"
Sonnet CXIII,3,"Seems seeing, but effectually is out;"
Sonnet CXIII,4,For it no form delivers to the heart
Sonnet CXIII,5,"Of bird of flower, or shape, which it doth latch:"
Sonnet CXIII,6,"Of his quick objects hath the mind no part,"
Sonnet CXIII,7,Nor his own vision holds what it doth catch:
Sonnet CXIII,8,"For if it see the rudest or gentlest sight,"
Sonnet CXIII,9,"The most sweet favour or deformed'st creature,"
Sonnet CXIII,10,"The mountain or the sea, the day or night,"
Sonnet CXIII,11,"The crow or dove, it shapes them to your feature:"
Sonnet CXIII,12,"  Incapable of more, replete with you,"
Sonnet CXIII,13,  My most true mind thus makes mine eye untrue.
Sonnet CXIV,0,"Or whether doth my mind, being crown'd with you,"
Sonnet CXIV,1,"Drink up the monarch's plague, this flattery?"
Sonnet CXIV,2,"Or whether shall I say, mine eye saith true,"
Sonnet CXIV,3,"And that your love taught it this alchemy,"
Sonnet CXIV,4,To make of monsters and things indigest
Sonnet CXIV,5,"Such cherubins as your sweet self resemble,"
Sonnet CXIV,6,"Creating every bad a perfect best,"
Sonnet CXIV,7,As fast as objects to his beams assemble?
Sonnet CXIV,8,"O,'tis the first; 'tis flattery in my seeing,"
Sonnet CXIV,9,And my great mind most kingly drinks it up:
Sonnet CXIV,10,"Mine eye well knows what with his gust is 'greeing,"
Sonnet CXIV,11,And to his palate doth prepare the cup:
Sonnet CXIV,12,"  If it be poison'd, 'tis the lesser sin"
Sonnet CXIV,13,  That mine eye loves it and doth first begin.
Sonnet CXV,0,"Those lines that I before have writ do lie,"
Sonnet CXV,1,Even those that said I could not love you dearer:
Sonnet CXV,2,Yet then my judgment knew no reason why
Sonnet CXV,3,My most full flame should afterwards burn clearer.
Sonnet CXV,4,"But reckoning time, whose million'd accidents"
Sonnet CXV,5,"Creep in 'twixt vows and change decrees of kings,"
Sonnet CXV,6,"Tan sacred beauty, blunt the sharp'st intents,"
Sonnet CXV,7,Divert strong minds to the course of altering things;
Sonnet CXV,8,"Alas, why, fearing of time's tyranny,"
Sonnet CXV,9,"Might I not then say 'Now I love you best,'"
Sonnet CXV,10,"When I was certain o'er incertainty,"
Sonnet CXV,11,"Crowning the present, doubting of the rest?"
Sonnet CXV,12,"  Love is a babe; then might I not say so,"
Sonnet CXV,13,  To give full growth to that which still doth grow?
Sonnet CXVI,0,Let me not to the marriage of true minds
Sonnet CXVI,1,Admit impediments. Love is not love
Sonnet CXVI,2,"Which alters when it alteration finds,"
Sonnet CXVI,3,Or bends with the remover to remove:
Sonnet CXVI,4,O no! it is an ever-fixed mark
Sonnet CXVI,5,That looks on tempests and is never shaken;
Sonnet CXVI,6,"It is the star to every wandering bark,"
Sonnet CXVI,7,"Whose worth's unknown, although his height be taken."
Sonnet CXVI,8,"Love's not Time's fool, though rosy lips and cheeks"
Sonnet CXVI,9,Within his bending sickle's compass come:
Sonnet CXVI,10,"Love alters not with his brief hours and weeks,"
Sonnet CXVI,11,But bears it out even to the edge of doom.
Sonnet CXVI,12,"  If this be error and upon me proved,"
Sonnet CXVI,13,"  I never writ, nor no man ever loved."
Sonnet CXVII,0,Accuse me thus: that I have scanted all
Sonnet CXVII,1,"Wherein I should your great deserts repay,"
Sonnet CXVII,2,"Forgot upon your dearest love to call,"
Sonnet CXVII,3,Whereto all bonds do tie me day by day;
Sonnet CXVII,4,That I have frequent been with unknown minds
Sonnet CXVII,5,And given to time your own dear-purchased right
Sonnet CXVII,6,That I have hoisted sail to all the winds
Sonnet CXVII,7,Which should transport me farthest from your sight.
Sonnet CXVII,8,Book both my wilfulness and errors down
Sonnet CXVII,9,And on just proof surmise accumulate;
Sonnet CXVII,10,"Bring me within the level of your frown,"
Sonnet CXVII,11,But shoot not at me in your waken'd hate;
Sonnet CXVII,12,  Since my appeal says I did strive to prove
Sonnet CXVII,13,  The constancy and virtue of your love.
Sonnet CXVIII,0,"Like as, to make our appetites more keen,"
Sonnet CXVIII,1,"With eager compounds we our palate urge,"
Sonnet CXVIII,2,"As, to prevent our maladies unseen,"
Sonnet CXVIII,3,"We sicken to shun sickness when we purge,"
Sonnet CXVIII,4,"Even so, being tuff of your ne'er-cloying sweetness,"
Sonnet CXVIII,5,To bitter sauces did I frame my feeding
Sonnet CXVIII,6,"And, sick of welfare, found a kind of meetness"
Sonnet CXVIII,7,To be diseased ere that there was true needing.
Sonnet CXVIII,8,"Thus policy in love, to anticipate"
Sonnet CXVIII,9,"The ills that were not, grew to faults assured"
Sonnet CXVIII,10,And brought to medicine a healthful state
Sonnet CXVIII,11,"Which, rank of goodness, would by ill be cured:"
Sonnet CXVIII,12,"  But thence I learn, and find the lesson true,"
Sonnet CXVIII,13,  Drugs poison him that so fell sick of you.
Sonnet CXIX,0,"What potions have I drunk of Siren tears,"
Sonnet CXIX,1,"Distill'd from limbecks foul as hell within,"
Sonnet CXIX,2,"Applying fears to hopes and hopes to fears,"
Sonnet CXIX,3,Still losing when I saw myself to win!
Sonnet CXIX,4,"What wretched errors hath my heart committed,"
Sonnet CXIX,5,Whilst it hath thought itself so blessed never!
Sonnet CXIX,6,How have mine eyes out of their spheres been fitted
Sonnet CXIX,7,In the distraction of this madding fever!
Sonnet CXIX,8,O benefit of ill! now I find true
Sonnet CXIX,9,That better is by evil still made better;
Sonnet CXIX,10,"And ruin'd love, when it is built anew,"
Sonnet CXIX,11,"Grows fairer than at first, more strong, far greater."
Sonnet CXIX,12,  So I return rebuked to my content
Sonnet CXIX,13,  And gain by ill thrice more than I have spent.
Sonnet CXX,0,"That you were once unkind befriends me now,"
Sonnet CXX,1,And for that sorrow which I then did feel
Sonnet CXX,2,"Needs must I under my transgression bow,"
Sonnet CXX,3,Unless my nerves were brass or hammer'd steel.
Sonnet CXX,4,For if you were by my unkindness shaken
Sonnet CXX,5,"As I by yours, you've pass'd a hell of time,"
Sonnet CXX,6,"And I, a tyrant, have no leisure taken"
Sonnet CXX,7,To weigh how once I suffered in your crime.
Sonnet CXX,8,"O, that our night of woe might have remember'd"
Sonnet CXX,9,"My deepest sense, how hard true sorrow hits,"
Sonnet CXX,10,"And soon to you, as you to me, then tender'd"
Sonnet CXX,11,The humble slave which wounded bosoms fits!
Sonnet CXX,12,  But that your trespass now becomes a fee;
Sonnet CXX,13,"  Mine ransoms yours, and yours must ransom me."
Sonnet CXXI,0,"'Tis better to be vile than vile esteem'd,"
Sonnet CXXI,1,"When not to be receives reproach of being,"
Sonnet CXXI,2,And the just pleasure lost which is so deem'd
Sonnet CXXI,3,Not by our feeling but by others' seeing:
Sonnet CXXI,4,For why should others false adulterate eyes
Sonnet CXXI,5,Give salutation to my sportive blood?
Sonnet CXXI,6,"Or on my frailties why are frailer spies,"
Sonnet CXXI,7,Which in their wills count bad what I think good?
Sonnet CXXI,8,"No, I am that I am, and they that level"
Sonnet CXXI,9,At my abuses reckon up their own:
Sonnet CXXI,10,"I may be straight, though they themselves be bevel;"
Sonnet CXXI,11,By their rank thoughts my deeds must not be shown;
Sonnet CXXI,12,"  Unless this general evil they maintain,"
Sonnet CXXI,13,"  All men are bad, and in their badness reign."
Sonnet CXXII,0,"Thy gift, thy tables, are within my brain"
Sonnet CXXII,1,"Full character'd with lasting memory,"
Sonnet CXXII,2,Which shall above that idle rank remain
Sonnet CXXII,3,"Beyond all date, even to eternity;"
Sonnet CXXII,4,"Or at the least, so long as brain and heart"
Sonnet CXXII,5,Have faculty by nature to subsist;
Sonnet CXXII,6,Till each to razed oblivion yield his part
Sonnet CXXII,7,"Of thee, thy record never can be miss'd."
Sonnet CXXII,8,"That poor retention could not so much hold,"
Sonnet CXXII,9,Nor need I tallies thy dear love to score;
Sonnet CXXII,10,"Therefore to give them from me was I bold,"
Sonnet CXXII,11,To trust those tables that receive thee more:
Sonnet CXXII,12,  To keep an adjunct to remember thee
Sonnet CXXII,13,  Were to import forgetfulness in me.
Sonnet CXXIII,0,"No, Time, thou shalt not boast that I do change:"
Sonnet CXXIII,1,Thy pyramids built up with newer might
Sonnet CXXIII,2,"To me are nothing novel, nothing strange;"
Sonnet CXXIII,3,They are but dressings of a former sight.
Sonnet CXXIII,4,"Our dates are brief, and therefore we admire"
Sonnet CXXIII,5,"What thou dost foist upon us that is old,"
Sonnet CXXIII,6,And rather make them born to our desire
Sonnet CXXIII,7,Than think that we before have heard them told.
Sonnet CXXIII,8,"Thy registers and thee I both defy,"
Sonnet CXXIII,9,"Not wondering at the present nor the past,"
Sonnet CXXIII,10,"For thy records and what we see doth lie,"
Sonnet CXXIII,11,Made more or less by thy continual haste.
Sonnet CXXIII,12,  This I do vow and this shall ever be;
Sonnet CXXIII,13,"  I will be true, despite thy scythe and thee."
Sonnet CXXIV,0,"If my dear love were but the child of state,"
Sonnet CXXIV,1,It might for Fortune's bastard be unfather'd'
Sonnet CXXIV,2,"As subject to Time's love or to Time's hate,"
Sonnet CXXIV,3,"Weeds among weeds, or flowers with flowers gather'd."
Sonnet CXXIV,4,"No, it was builded far from accident;"
Sonnet CXXIV,5,"It suffers not in smiling pomp, nor falls"
Sonnet CXXIV,6,"Under the blow of thralled discontent,"
Sonnet CXXIV,7,Whereto the inviting time our fashion calls:
Sonnet CXXIV,8,"It fears not policy, that heretic,"
Sonnet CXXIV,9,"Which works on leases of short-number'd hours,"
Sonnet CXXIV,10,"But all alone stands hugely politic,"
Sonnet CXXIV,11,That it nor grows with heat nor drowns with showers.
Sonnet CXXIV,12,"  To this I witness call the fools of time,"
Sonnet CXXIV,13,"  Which die for goodness, who have lived for crime."
Sonnet CXXV,0,"Were 't aught to me I bore the canopy,"
Sonnet CXXV,1,"With my extern the outward honouring,"
Sonnet CXXV,2,"Or laid great bases for eternity,"
Sonnet CXXV,3,Which prove more short than waste or ruining?
Sonnet CXXV,4,Have I not seen dwellers on form and favour
Sonnet CXXV,5,"Lose all, and more, by paying too much rent,"
Sonnet CXXV,6,"For compound sweet forgoing simple savour,"
Sonnet CXXV,7,"Pitiful thrivers, in their gazing spent?"
Sonnet CXXV,8,"No, let me be obsequious in thy heart,"
Sonnet CXXV,9,"And take thou my oblation, poor but free,"
Sonnet CXXV,10,"Which is not mix'd with seconds, knows no art,"
Sonnet CXXV,11,"But mutual render, only me for thee."
Sonnet CXXV,12,"  Hence, thou suborn'd informer! a true soul"
Sonnet CXXV,13,  When most impeach'd stands least in thy control.
Sonnet CXXVI,0,"O thou, my lovely boy, who in thy power"
Sonnet CXXVI,1,"Dost hold Time's fickle glass, his sickle, hour;"
Sonnet CXXVI,2,"Who hast by waning grown, and therein show'st"
Sonnet CXXVI,3,Thy lovers withering as thy sweet self grow'st;
Sonnet CXXVI,4,"If Nature, sovereign mistress over wrack,"
Sonnet CXXVI,5,"As thou goest onwards, still will pluck thee back,"
Sonnet CXXVI,6,"She keeps thee to this purpose, that her skill"
Sonnet CXXVI,7,May time disgrace and wretched minutes kill.
Sonnet CXXVI,8,"Yet fear her, O thou minion of her pleasure!"
Sonnet CXXVI,9,"She may detain, but not still keep, her treasure:"
Sonnet CXXVI,10,"  Her audit, though delay'd, answer'd must be,"
Sonnet CXXVI,11,  And her quietus is to render thee.
Sonnet CXXVII,0,"In the old age black was not counted fair,"
Sonnet CXXVII,1,"Or if it were, it bore not beauty's name;"
Sonnet CXXVII,2,"But now is black beauty's successive heir,"
Sonnet CXXVII,3,And beauty slander'd with a bastard shame:
Sonnet CXXVII,4,"For since each hand hath put on nature's power,"
Sonnet CXXVII,5,"Fairing the foul with art's false borrow'd face,"
Sonnet CXXVII,6,"Sweet beauty hath no name, no holy bower,"
Sonnet CXXVII,7,"But is profaned, if not lives in disgrace."
Sonnet CXXVII,8,"Therefore my mistress' brows are raven black,"
Sonnet CXXVII,9,"Her eyes so suited, and they mourners seem"
Sonnet CXXVII,10,"At such who, not born fair, no beauty lack,"
Sonnet CXXVII,11,Slandering creation with a false esteem:
Sonnet CXXVII,12,"  Yet so they mourn, becoming of their woe,"
Sonnet CXXVII,13,  That every tongue says beauty should look so.
Sonnet CXXVIII,0,"How oft, when thou, my music, music play'st,"
Sonnet CXXVIII,1,Upon that blessed wood whose motion sounds
Sonnet CXXVIII,2,"With thy sweet fingers, when thou gently sway'st"
Sonnet CXXVIII,3,"The wiry concord that mine ear confounds,"
Sonnet CXXVIII,4,Do I envy those jacks that nimble leap
Sonnet CXXVIII,5,"To kiss the tender inward of thy hand,"
Sonnet CXXVIII,6,"Whilst my poor lips, which should that harvest reap,"
Sonnet CXXVIII,7,At the wood's boldness by thee blushing stand!
Sonnet CXXVIII,8,"To be so tickled, they would change their state"
Sonnet CXXVIII,9,"And situation with those dancing chips,"
Sonnet CXXVIII,10,"O'er whom thy fingers walk with gentle gait,"
Sonnet CXXVIII,11,Making dead wood more blest than living lips.
Sonnet CXXVIII,12,"  Since saucy jacks so happy are in this,"
Sonnet CXXVIII,13,"  Give them thy fingers, me thy lips to kiss."
Sonnet CXXIX,0,The expense of spirit in a waste of shame
Sonnet CXXIX,1,"Is lust in action; and till action, lust"
Sonnet CXXIX,2,"Is perjured, murderous, bloody, full of blame,"
Sonnet CXXIX,3,"Savage, extreme, rude, cruel, not to trust,"
Sonnet CXXIX,4,"Enjoy'd no sooner but despised straight,"
Sonnet CXXIX,5,"Past reason hunted, and no sooner had"
Sonnet CXXIX,6,"Past reason hated, as a swallow'd bait"
Sonnet CXXIX,7,On purpose laid to make the taker mad;
Sonnet CXXIX,8,Mad in pursuit and in possession so;
Sonnet CXXIX,9,"Had, having, and in quest to have, extreme;"
Sonnet CXXIX,10,"A bliss in proof, and proved, a very woe;"
Sonnet CXXIX,11,"Before, a joy proposed; behind, a dream."
Sonnet CXXIX,12,  All this the world well knows; yet none knows well
Sonnet CXXIX,13,  To shun the heaven that leads men to this hell.
Sonnet CXXX,0,My mistress' eyes are nothing like the sun;
Sonnet CXXX,1,Coral is far more red than her lips' red;
Sonnet CXXX,2,"If snow be white, why then her breasts are dun;"
Sonnet CXXX,3,"If hairs be wires, black wires grow on her head."
Sonnet CXXX,4,"I have seen roses damask'd, red and white,"
Sonnet CXXX,5,But no such roses see I in her cheeks;
Sonnet CXXX,6,And in some perfumes is there more delight
Sonnet CXXX,7,Than in the breath that from my mistress reeks.
Sonnet CXXX,8,"I love to hear her speak, yet well I know"
Sonnet CXXX,9,That music hath a far more pleasing sound;
Sonnet CXXX,10,I grant I never saw a goddess go;
Sonnet CXXX,11,"My mistress, when she walks, treads on the ground:"
Sonnet CXXX,12,"  And yet, by heaven, I think my love as rare"
Sonnet CXXX,13,  As any she belied with false compare.
Sonnet CXXXI,0,"Thou art as tyrannous, so as thou art,"
Sonnet CXXXI,1,As those whose beauties proudly make them cruel;
Sonnet CXXXI,2,For well thou know'st to my dear doting heart
Sonnet CXXXI,3,Thou art the fairest and most precious jewel.
Sonnet CXXXI,4,"Yet, in good faith, some say that thee behold"
Sonnet CXXXI,5,Thy face hath not the power to make love groan:
Sonnet CXXXI,6,"To say they err I dare not be so bold,"
Sonnet CXXXI,7,Although I swear it to myself alone.
Sonnet CXXXI,8,"And, to be sure that is not false I swear,"
Sonnet CXXXI,9,"A thousand groans, but thinking on thy face,"
Sonnet CXXXI,10,"One on another's neck, do witness bear"
Sonnet CXXXI,11,Thy black is fairest in my judgment's place.
Sonnet CXXXI,12,"  In nothing art thou black save in thy deeds,"
Sonnet CXXXI,13,"  And thence this slander, as I think, proceeds."
Sonnet CXXXII,0,"Thine eyes I love, and they, as pitying me,"
Sonnet CXXXII,1,"Knowing thy heart torments me with disdain,"
Sonnet CXXXII,2,"Have put on black and loving mourners be,"
Sonnet CXXXII,3,Looking with pretty ruth upon my pain.
Sonnet CXXXII,4,And truly not the morning sun of heaven
Sonnet CXXXII,5,"Better becomes the grey cheeks of the east,"
Sonnet CXXXII,6,Nor that full star that ushers in the even
Sonnet CXXXII,7,"Doth half that glory to the sober west,"
Sonnet CXXXII,8,As those two mourning eyes become thy face:
Sonnet CXXXII,9,"O, let it then as well beseem thy heart"
Sonnet CXXXII,10,"To mourn for me, since mourning doth thee grace,"
Sonnet CXXXII,11,And suit thy pity like in every part.
Sonnet CXXXII,12,  Then will I swear beauty herself is black
Sonnet CXXXII,13,  And all they foul that thy complexion lack.
Sonnet CXXXIII,0,Beshrew that heart that makes my heart to groan
Sonnet CXXXIII,1,For that deep wound it gives my friend and me!
Sonnet CXXXIII,2,"Is't not enough to torture me alone,"
Sonnet CXXXIII,3,But slave to slavery my sweet'st friend must be?
Sonnet CXXXIII,4,"Me from myself thy cruel eye hath taken,"
Sonnet CXXXIII,5,And my next self thou harder hast engross'd:
Sonnet CXXXIII,6,"Of him, myself, and thee, I am forsaken;"
Sonnet CXXXIII,7,A torment thrice threefold thus to be cross'd.
Sonnet CXXXIII,8,"Prison my heart in thy steel bosom's ward,"
Sonnet CXXXIII,9,But then my friend's heart let my poor heart bail;
Sonnet CXXXIII,10,"Whoe'er keeps me, let my heart be his guard;"
Sonnet CXXXIII,11,Thou canst not then use rigor in my gaol:
Sonnet CXXXIII,12,"  And yet thou wilt; for I, being pent in thee,"
Sonnet CXXXIII,13,"  Perforce am thine, and all that is in me."
Sonnet CXXXIV,0,"So, now I have confess'd that he is thine,"
Sonnet CXXXIV,1,"And I myself am mortgaged to thy will,"
Sonnet CXXXIV,2,"Myself I'll forfeit, so that other mine"
Sonnet CXXXIV,3,"Thou wilt restore, to be my comfort still:"
Sonnet CXXXIV,4,"But thou wilt not, nor he will not be free,"
Sonnet CXXXIV,5,For thou art covetous and he is kind;
Sonnet CXXXIV,6,He learn'd but surety-like to write for me
Sonnet CXXXIV,7,Under that bond that him as fast doth bind.
Sonnet CXXXIV,8,"The statute of thy beauty thou wilt take,"
Sonnet CXXXIV,9,"Thou usurer, that put'st forth all to use,"
Sonnet CXXXIV,10,And sue a friend came debtor for my sake;
Sonnet CXXXIV,11,So him I lose through my unkind abuse.
Sonnet CXXXIV,12,  Him have I lost; thou hast both him and me:
Sonnet CXXXIV,13,"  He pays the whole, and yet am I not free."
Sonnet CXXXV,0,"Whoever hath her wish, thou hast thy 'Will,'"
Sonnet CXXXV,1,"And 'Will' to boot, and 'Will' in overplus;"
Sonnet CXXXV,2,"More than enough am I that vex thee still,"
Sonnet CXXXV,3,To thy sweet will making addition thus.
Sonnet CXXXV,4,"Wilt thou, whose will is large and spacious,"
Sonnet CXXXV,5,Not once vouchsafe to hide my will in thine?
Sonnet CXXXV,6,"Shall will in others seem right gracious,"
Sonnet CXXXV,7,And in my will no fair acceptance shine?
Sonnet CXXXV,8,"The sea all water, yet receives rain still"
Sonnet CXXXV,9,And in abundance addeth to his store;
Sonnet CXXXV,10,"So thou, being rich in 'Will,' add to thy 'Will'"
Sonnet CXXXV,11,"One will of mine, to make thy large 'Will' more."
Sonnet CXXXV,12,"  Let no unkind, no fair beseechers kill;"
Sonnet CXXXV,13,"  Think all but one, and me in that one 'Will.'"
Sonnet CXXXVI,0,"If thy soul cheque thee that I come so near,"
Sonnet CXXXVI,1,"Swear to thy blind soul that I was thy 'Will,'"
Sonnet CXXXVI,2,"And will, thy soul knows, is admitted there;"
Sonnet CXXXVI,3,"Thus far for love my love-suit, sweet, fulfil."
Sonnet CXXXVI,4,"'Will' will fulfil the treasure of thy love,"
Sonnet CXXXVI,5,"Ay, fill it full with wills, and my will one."
Sonnet CXXXVI,6,In things of great receipt with ease we prove
Sonnet CXXXVI,7,Among a number one is reckon'd none:
Sonnet CXXXVI,8,"Then in the number let me pass untold,"
Sonnet CXXXVI,9,Though in thy stores' account I one must be;
Sonnet CXXXVI,10,"For nothing hold me, so it please thee hold"
Sonnet CXXXVI,11,"That nothing me, a something sweet to thee:"
Sonnet CXXXVI,12,"  Make but my name thy love, and love that still,"
Sonnet CXXXVI,13,"  And then thou lovest me, for my name is 'Will.'"
Sonnet CXXXVII,0,"Thou blind fool, Love, what dost thou to mine eyes,"
Sonnet CXXXVII,1,"That they behold, and see not what they see?"
Sonnet CXXXVII,2,"They know what beauty is, see where it lies,"
Sonnet CXXXVII,3,Yet what the best is take the worst to be.
Sonnet CXXXVII,4,If eyes corrupt by over-partial looks
Sonnet CXXXVII,5,"Be anchor'd in the bay where all men ride,"
Sonnet CXXXVII,6,"Why of eyes' falsehood hast thou forged hooks,"
Sonnet CXXXVII,7,Whereto the judgment of my heart is tied?
Sonnet CXXXVII,8,Why should my heart think that a several plot
Sonnet CXXXVII,9,Which my heart knows the wide world's common place?
Sonnet CXXXVII,10,"Or mine eyes seeing this, say this is not,"
Sonnet CXXXVII,11,To put fair truth upon so foul a face?
Sonnet CXXXVII,12,"  In things right true my heart and eyes have erred,"
Sonnet CXXXVII,13,  And to this false plague are they now transferr'd.
Sonnet CXXXVIII,0,When my love swears that she is made of truth
Sonnet CXXXVIII,1,"I do believe her, though I know she lies,"
Sonnet CXXXVIII,2,"That she might think me some untutor'd youth,"
Sonnet CXXXVIII,3,Unlearned in the world's false subtleties.
Sonnet CXXXVIII,4,"Thus vainly thinking that she thinks me young,"
Sonnet CXXXVIII,5,"Although she knows my days are past the best,"
Sonnet CXXXVIII,6,Simply I credit her false speaking tongue:
Sonnet CXXXVIII,7,On both sides thus is simple truth suppress'd.
Sonnet CXXXVIII,8,But wherefore says she not she is unjust?
Sonnet CXXXVIII,9,And wherefore say not I that I am old?
Sonnet CXXXVIII,10,"O, love's best habit is in seeming trust,"
Sonnet CXXXVIII,11,And age in love loves not to have years told:
Sonnet CXXXVIII,12,"  Therefore I lie with her and she with me,"
Sonnet CXXXVIII,13,  And in our faults by lies we flatter'd be.
Sonnet CXXXIX,0,"O, call not me to justify the wrong"
Sonnet CXXXIX,1,That thy unkindness lays upon my heart;
Sonnet CXXXIX,2,Wound me not with thine eye but with thy tongue;
Sonnet CXXXIX,3,Use power with power and slay me not by art.
Sonnet CXXXIX,4,"Tell me thou lovest elsewhere, but in my sight,"
Sonnet CXXXIX,5,"Dear heart, forbear to glance thine eye aside:"
Sonnet CXXXIX,6,What need'st thou wound with cunning when thy might
Sonnet CXXXIX,7,Is more than my o'er-press'd defense can bide?
